sector,benchmark_weight,target_weight,active_weight
Finance,0.355970610529323,0.35721185369168695,0.0012412431623639551
Industrial,0.307152053294871,0.31752623277136527,0.010374179476494268
Technology,0.33687733617580595,0.3252619135369479,-0.011615422638858055
