sector,benchmark_weight,target_weight,active_weight
Finance,0.355970610529323,0.3591033261204277,0.0031327155911047254
Industrial,0.307152053294871,0.3105163253188373,0.0033642720239663824
Technology,0.33687733617580595,0.3303803485607349,-0.006496987615071026
